time,low,high,open,close,volume
2024-12-29 08:00:00+00:00,0.340833,0.341015,0.340977,0.340833,2220.0
2024-12-29 08:03:00+00:00,0.34085,0.340864,0.34085,0.340864,715.0
2024-12-29 08:04:00+00:00,0.340223,0.340458,0.340458,0.340223,122.0
2024-12-29 08:10:00+00:00,0.339733,0.340132,0.340117,0.339733,37.0
2024-12-29 08:17:00+00:00,0.338959,0.339771,0.339018,0.339771,1507.0
2024-12-29 08:26:00+00:00,0.339132,0.339231,0.33923,0.339133,200.0
2024-12-29 08:29:00+00:00,0.339229,0.339367,0.339366,0.339229,1116.0
2024-12-29 08:40:00+00:00,0.337885,0.338116,0.337885,0.338029,9.0
2024-12-29 08:43:00+00:00,0.3381,0.338366,0.338366,0.3381,79.0
2024-12-29 08:47:00+00:00,0.337644,0.338056,0.337644,0.338056,382.0
2024-12-29 08:52:00+00:00,0.33812,0.338176,0.338176,0.33812,1416.0
2024-12-30 04:35:00+00:00,0.326193,0.326465,0.326193,0.326465,753.0
2024-12-30 04:36:00+00:00,0.326541,0.326767,0.326541,0.326767,11.0
2024-12-30 04:54:00+00:00,0.325015,0.325168,0.325168,0.325015,753.0
2024-12-30 04:57:00+00:00,0.325385,0.325506,0.325506,0.325414,909.0
2024-12-30 04:59:00+00:00,0.324657,0.32485,0.32485,0.324657,2340.0
2024-12-30 05:02:00+00:00,0.324859,0.3252,0.324859,0.3252,7762.0
2024-12-30 05:03:00+00:00,0.325276,0.325445,0.325445,0.325276,951.0
2024-12-30 05:08:00+00:00,0.324946,0.325586,0.325586,0.324946,916.0
2024-12-30 05:12:00+00:00,0.324943,0.325011,0.324994,0.324943,894.0
2024-12-30 05:24:00+00:00,0.32253,0.323085,0.323085,0.32253,4689.0
2024-12-30 05:29:00+00:00,0.322258,0.322735,0.322735,0.322258,599.0
